Index,Timestamp,X,Y,Direction,s/e
77,2021-03-29T16:26:13.329000,0,18,S,start
78,2021-03-29T16:26:41.314000,0,18,S,end
79,2021-03-29T16:26:45.942000,0,18,W,start
80,2021-03-29T16:27:14.015000,0,18,W,end
81,2021-03-29T16:27:18.838000,0,20,N,start
82,2021-03-29T16:27:46.520000,0,20,N,end
83,2021-03-29T16:27:50.724000,0,20,E,start
84,2021-03-29T16:28:18.358000,0,20,E,end
85,2021-03-29T16:28:22.602000,0,20,S,start
86,2021-03-29T16:28:50.303000,0,20,S,end
87,2021-03-29T16:28:56.298000,0,20,W,start
88,2021-03-29T16:29:24.239000,0,20,W,end
89,2021-03-29T16:29:34.588000,0,22,N,start
90,2021-03-29T16:30:02.340000,0,22,N,end
91,2021-03-29T16:30:05.774000,0,22,E,start
92,2021-03-29T16:30:33.576000,0,22,E,end
93,2021-03-29T16:30:39.670000,0,22,S,start
94,2021-03-29T16:31:08.098000,0,22,S,end
95,2021-03-29T16:31:12.158000,0,22,W,start
96,2021-03-29T16:31:40.459000,0,22,W,end
97,2021-03-29T16:31:47.069000,0,24,N,start
98,2021-03-29T16:32:15.290000,0,24,N,end
99,2021-03-29T16:32:19.473000,0,24,E,start
100,2021-03-29T16:32:47.837000,0,24,E,end
101,2021-03-29T16:32:50.802000,0,24,S,start
102,2021-03-29T16:33:19.197000,0,24,S,end
103,2021-03-29T16:33:23.389000,0,24,W,start
104,2021-03-29T16:33:52.826000,0,24,W,end
105,2021-03-29T16:33:59.386000,0,26,N,start
106,2021-03-29T16:34:27.789000,0,26,N,end
107,2021-03-29T16:34:30.739000,0,26,E,start
108,2021-03-29T16:34:59.685000,0,26,E,end
109,2021-03-29T16:35:04.152000,0,26,S,start
110,2021-03-29T16:35:32.689000,0,26,S,end
111,2021-03-29T16:35:35.655000,0,26,W,start
112,2021-03-29T16:36:04.025000,0,26,W,end
113,2021-03-10T16:35:50.841302,2,0,N,start
114,2021-03-10T16:36:19.173924,2,0,N,end
115,2021-03-10T16:36:24.187520,2,0,E,start
116,2021-03-10T16:36:52.514991,2,0,E,end
117,2021-03-10T16:36:56.123462,2,0,S,start
118,2021-03-10T16:37:24.594975,2,0,S,end
119,2021-03-10T16:37:28.459561,2,0,W,start
120,2021-03-10T16:37:56.801004,2,0,W,end
121,2021-03-10T16:38:01.431034,2,2,N,start
122,2021-03-10T16:38:30.111972,2,2,N,end
123,2021-03-10T16:38:33.936000,2,2,E,start
124,2021-03-10T16:39:02.506869,2,2,E,end
125,2021-03-10T16:39:06.927576,2,2,S,start
126,2021-03-10T16:39:35.385938,2,2,S,end
127,2021-03-10T16:39:38.808406,2,2,W,start
128,2021-03-10T16:40:07.434483,2,2,W,end
129,2021-03-10T16:40:14.934188,2,4,N,start
130,2021-03-10T16:40:43.314201,2,4,N,end
131,2021-03-10T16:40:47.594822,2,4,E,start
132,2021-03-10T16:41:15.897457,2,4,E,end
133,2021-03-10T16:41:20.547159,2,4,S,start
134,2021-03-10T16:41:49.109125,2,4,S,end
135,2021-03-10T16:41:53.198275,2,4,W,start
136,2021-03-10T16:42:21.408674,2,4,W,end
137,2021-03-10T16:42:25.948748,2,6,N,start
138,2021-03-10T16:42:54.262462,2,6,N,end
139,2021-03-10T16:42:59.546576,2,6,E,start
140,2021-03-10T16:43:27.762304,2,6,E,end
141,2021-03-10T16:43:31.669808,2,6,S,start
142,2021-03-10T16:44:00.285765,2,6,S,end
143,2021-03-10T16:44:03.990472,2,6,W,start
144,2021-03-10T16:44:32.481550,2,6,W,end
145,2021-03-10T16:44:38.678066,2,8,N,start
146,2021-03-10T16:45:07.162255,2,8,N,end
147,2021-03-10T16:45:21.763481,2,8,E,start
148,2021-03-10T16:45:50.122048,2,8,E,end
149,2021-03-10T16:45:54.067071,2,8,S,start
150,2021-03-10T16:46:22.319388,2,8,S,end
151,2021-03-10T16:46:25.790156,2,8,W,start
152,2021-03-10T16:46:54.212212,2,8,W,end
153,2021-03-10T16:47:11.584433,2,10,N,start
154,2021-03-10T16:47:40.926827,2,10,N,end
155,2021-03-10T16:47:45.484712,2,10,E,start
156,2021-03-10T16:48:14.240191,2,10,E,end
157,2021-03-10T16:48:18.443583,2,10,S,start
158,2021-03-10T16:48:46.596299,2,10,S,end
159,2021-03-10T16:48:50.608059,2,10,W,start
160,2021-03-10T16:49:18.665083,2,10,W,end
161,2021-03-10T16:49:23.429053,2,12,N,start
162,2021-03-10T16:49:52.381571,2,12,N,end
163,2021-03-10T16:49:56.184873,2,12,E,start
164,2021-03-10T16:50:24.622472,2,12,E,end
165,2021-03-10T16:50:28.071756,2,12,S,start
166,2021-03-10T16:50:56.259788,2,12,S,end
167,2021-03-10T16:50:59.257982,2,12,W,start
168,2021-03-10T16:51:27.061146,2,12,W,end
169,2021-03-10T16:51:33.224644,2,14,N,start
170,2021-03-10T16:52:00.826766,2,14,N,end
171,2021-03-10T16:52:06.416779,2,14,E,start
172,2021-03-10T16:52:34.405074,2,14,E,end
173,2021-03-10T16:52:37.315115,2,14,S,start
174,2021-03-10T16:53:05.863117,2,14,S,end
175,2021-03-10T16:53:10.274429,2,14,W,start
176,2021-03-10T16:53:38.423698,2,14,W,end
177,2021-03-10T16:53:43.542128,2,16,N,start
178,2021-03-10T16:54:12.185896,2,16,N,end
179,2021-03-10T16:54:15.132054,2,16,E,start
180,2021-03-10T16:54:43.400180,2,16,E,end
181,2021-03-10T16:54:46.277642,2,16,S,start
182,2021-03-10T16:55:14.339912,2,16,S,end
183,2021-03-10T16:55:17.677268,2,16,W,start
184,2021-03-10T16:55:44.886047,2,16,W,end
185,2021-03-10T16:55:49.476582,2,18,N,start
186,2021-03-10T16:56:17.479498,2,18,N,end
187,2021-03-10T16:56:21.137285,2,18,E,start
188,2021-03-10T16:56:49.247930,2,18,E,end
189,2021-03-10T16:56:52.397346,2,18,S,start
190,2021-03-10T16:57:20.452830,2,18,S,end
191,2021-03-10T16:57:23.615890,2,18,W,start
192,2021-03-10T16:57:51.330532,2,18,W,end
193,2021-03-10T16:57:55.307774,2,20,N,start
194,2021-03-10T16:58:23.377843,2,20,N,end
195,2021-03-10T16:58:27.292500,2,20,E,start
196,2021-03-10T16:58:55.304057,2,20,E,end
197,2021-03-10T16:58:59.308158,2,20,S,start
198,2021-03-10T16:59:27.434622,2,20,S,end
199,2021-03-10T16:59:31.083058,2,20,W,start
200,2021-03-10T16:59:59.250957,2,20,W,end
201,2021-03-10T17:00:04.471770,2,22,N,start
202,2021-03-10T17:00:32.768416,2,22,N,end
203,2021-03-10T17:00:37.351662,2,22,E,start
204,2021-03-10T17:01:05.693421,2,22,E,end
205,2021-03-10T17:01:10.328359,2,22,S,start
206,2021-03-10T17:01:38.774120,2,22,S,end
207,2021-03-10T17:01:42.834337,2,22,W,start
208,2021-03-10T17:02:11.175142,2,22,W,end
209,2021-03-10T17:02:15.923920,2,24,N,start
210,2021-03-10T17:02:44.244574,2,24,N,end
211,2021-03-10T17:02:48.609348,2,24,E,start
212,2021-03-10T17:03:16.652381,2,24,E,end
213,2021-03-10T17:03:20.717763,2,24,S,start
214,2021-03-10T17:03:48.978792,2,24,S,end
215,2021-03-10T17:03:52.938086,2,24,W,start
216,2021-03-10T17:04:21.240978,2,24,W,end
217,2021-03-10T17:04:26.663734,2,26,N,start
218,2021-03-10T17:04:54.884503,2,26,N,end
219,2021-03-10T17:04:59.993361,2,26,E,start
220,2021-03-10T17:05:28.150990,2,26,E,end
221,2021-03-10T17:05:31.945395,2,26,S,start
222,2021-03-10T17:06:00.557033,2,26,S,end
223,2021-03-10T17:06:04.311873,2,26,W,start
224,2021-03-10T17:06:32.371457,2,26,W,end
225,2021-03-09T14:56:37.965691,4,0,N,start
226,2021-03-09T14:57:06.990714,4,0,N,end
227,2021-03-09T14:57:13.119518,4,0,E,start
228,2021-03-09T14:57:41.831611,4,0,E,end
229,2021-03-09T14:57:45.530948,4,0,S,start
230,2021-03-09T14:58:14.228497,4,0,S,end
231,2021-03-09T14:58:18.016201,4,0,W,start
232,2021-03-09T14:58:47.139370,4,0,W,end
233,2021-03-09T14:58:52.218214,4,2,N,start
234,2021-03-09T14:59:20.829472,4,2,N,end
235,2021-03-09T14:59:24.944868,4,2,E,start
236,2021-03-09T14:59:53.766216,4,2,E,end
237,2021-03-09T14:59:58.128882,4,2,S,start
238,2021-03-09T15:00:26.616793,4,2,S,end
239,2021-03-09T15:00:30.654165,4,2,W,start
240,2021-03-09T15:00:59.473357,4,2,W,end
241,2021-03-09T15:01:03.637568,4,4,N,start
242,2021-03-09T15:01:33.355592,4,4,N,end
243,2021-03-09T15:01:37.566279,4,4,E,start
244,2021-03-09T15:02:06.150200,4,4,E,end
245,2021-03-09T15:02:09.898381,4,4,S,start
246,2021-03-09T15:02:38.318466,4,4,S,end
247,2021-03-09T15:02:42.163415,4,4,W,start
248,2021-03-09T15:03:10.831773,4,4,W,end
249,2021-03-09T15:03:16.805913,4,6,N,start
250,2021-03-09T15:03:45.354383,4,6,N,end
251,2021-03-09T15:03:48.988119,4,6,E,start
252,2021-03-09T15:04:17.610301,4,6,E,end
253,2021-03-09T15:04:21.785116,4,6,S,start
254,2021-03-09T15:04:50.716391,4,6,S,end
255,2021-03-09T15:04:54.842110,4,6,W,start
256,2021-03-09T15:05:23.331370,4,6,W,end
257,2021-03-09T15:05:28.500994,4,8,N,start
258,2021-03-09T15:05:57.370951,4,8,N,end
259,2021-03-09T15:06:02.020225,4,8,E,start
260,2021-03-09T15:06:30.769232,4,8,E,end
261,2021-03-09T15:06:36.539435,4,8,S,start
262,2021-03-09T15:07:05.239093,4,8,S,end
263,2021-03-09T15:07:09.519007,4,8,W,start
264,2021-03-09T15:07:38.158271,4,8,W,end
265,2021-03-09T15:07:42.787062,4,10,N,start
266,2021-03-09T15:08:11.151123,4,10,N,end
267,2021-03-09T15:08:15.184985,4,10,E,start
268,2021-03-09T15:08:44.053873,4,10,E,end
269,2021-03-09T15:08:48.640101,4,10,S,start
270,2021-03-09T15:09:17.178905,4,10,S,end
271,2021-03-09T15:09:21.132212,4,10,W,start
272,2021-03-09T15:09:50.137002,4,10,W,end
273,2021-03-10T16:15:21.946195,4,12,N,start
274,2021-03-10T16:15:50.264956,4,12,N,end
275,2021-03-10T16:15:55.134399,4,12,E,start
276,2021-03-10T16:16:23.500647,4,12,E,end
277,2021-03-10T16:16:27.446679,4,12,S,start
278,2021-03-10T16:16:55.809754,4,12,S,end
279,2021-03-10T16:17:06.946681,4,12,W,start
280,2021-03-10T16:17:35.384516,4,12,W,end
281,2021-03-10T16:17:40.740538,4,14,N,start
282,2021-03-10T16:18:09.085831,4,14,N,end
283,2021-03-10T16:18:12.719055,4,14,E,start
284,2021-03-10T16:18:41.158679,4,14,E,end
285,2021-03-10T16:18:44.961461,4,14,S,start
286,2021-03-10T16:19:13.216489,4,14,S,end
287,2021-03-10T16:19:17.980215,4,14,W,start
288,2021-03-10T16:19:46.372111,4,14,W,end
289,2021-03-10T16:19:50.781993,4,16,N,start
290,2021-03-10T16:20:19.001069,4,16,N,end
291,2021-03-10T16:20:23.280600,4,16,E,start
292,2021-03-10T16:20:51.677064,4,16,E,end
293,2021-03-10T16:20:55.502690,4,16,S,start
294,2021-03-10T16:21:23.887362,4,16,S,end
295,2021-03-10T16:21:27.494834,4,16,W,start
296,2021-03-10T16:21:55.850265,4,16,W,end
297,2021-03-10T16:22:03.364268,4,18,N,start
298,2021-03-10T16:22:31.733696,4,18,N,end
299,2021-03-10T16:22:36.033487,4,18,E,start
300,2021-03-10T16:23:04.859505,4,18,E,end
301,2021-03-10T16:23:08.546662,4,18,S,start
302,2021-03-10T16:23:36.985419,4,18,S,end
303,2021-03-10T16:23:47.179841,4,18,W,start
304,2021-03-10T16:24:15.348562,4,18,W,end
305,2021-03-10T16:24:19.146953,4,20,N,start
306,2021-03-10T16:24:47.260534,4,20,N,end
307,2021-03-10T16:24:51.541033,4,20,E,start
308,2021-03-10T16:25:19.881576,4,20,E,end
309,2021-03-10T16:25:23.665530,4,20,S,start
310,2021-03-10T16:25:51.969123,4,20,S,end
311,2021-03-10T16:25:56.004163,4,20,W,start
312,2021-03-10T16:26:24.450023,4,20,W,end
313,2021-03-10T16:26:28.066577,4,22,N,start
314,2021-03-10T16:26:55.783602,4,22,N,end
315,2021-03-10T16:26:59.610301,4,22,E,start
316,2021-03-10T16:27:27.871863,4,22,E,end
317,2021-03-10T16:27:32.097951,4,22,S,start
318,2021-03-10T16:28:00.273888,4,22,S,end
319,2021-03-10T16:28:05.428501,4,22,W,start
320,2021-03-10T16:28:33.707891,4,22,W,end
321,2021-03-10T16:28:39.028553,4,24,N,start
322,2021-03-10T16:29:07.340612,4,24,N,end
323,2021-03-10T16:29:11.786896,4,24,E,start
324,2021-03-10T16:29:40.138613,4,24,E,end
325,2021-03-10T16:29:44.196975,4,24,S,start
326,2021-03-10T16:30:12.564878,4,24,S,end
327,2021-03-10T16:30:16.386841,4,24,W,start
328,2021-03-10T16:30:44.875357,4,24,W,end
329,2021-03-10T16:30:50.632562,4,26,N,start
330,2021-03-10T16:31:20.477585,4,26,N,end
331,2021-03-10T16:31:24.255583,4,26,E,start
332,2021-03-10T16:31:52.526351,4,26,E,end
333,2021-03-10T16:31:56.238854,4,26,S,start
334,2021-03-10T16:32:24.999483,4,26,S,end
335,2021-03-10T16:32:29.298335,4,26,W,start
336,2021-03-10T16:32:57.842681,4,26,W,end
337,2021-03-09T14:42:34.318883,6,22,N,start
338,2021-03-09T14:43:02.503812,6,22,N,end
339,2021-03-09T14:43:06.642887,6,22,E,start
340,2021-03-09T14:43:35.244815,6,22,E,end
341,2021-03-09T14:43:38.600736,6,22,S,start
342,2021-03-09T14:44:06.972275,6,22,S,end
343,2021-03-09T14:44:10.179132,6,22,W,start
344,2021-03-09T14:44:39.423402,6,22,W,end
345,2021-03-09T14:44:45.516060,6,24,N,start
346,2021-03-09T14:45:14.126816,6,24,N,end
347,2021-03-09T14:45:18.346505,6,24,E,start
348,2021-03-09T14:45:46.860336,6,24,E,end
349,2021-03-09T14:45:50.635659,6,24,S,start
350,2021-03-09T14:46:19.148196,6,24,S,end
351,2021-03-09T14:46:23.110233,6,24,W,start
352,2021-03-09T14:46:51.496071,6,24,W,end
353,2021-03-09T14:46:56.607976,6,26,N,start
354,2021-03-09T14:47:25.065753,6,26,N,end
355,2021-03-09T14:47:29.005059,6,26,E,start
356,2021-03-09T14:47:57.749196,6,26,E,end
357,2021-03-09T14:48:01.649108,6,26,S,start
358,2021-03-09T14:48:30.234776,6,26,S,end
359,2021-03-09T14:48:35.618322,6,26,W,start
360,2021-03-09T14:49:04.347551,6,26,W,end
361,2021-03-09T14:35:23.894809,8,22,N,start
362,2021-03-09T14:35:53.174198,8,22,N,end
363,2021-03-09T14:35:57.078285,8,22,E,start
364,2021-03-09T14:36:25.861164,8,22,E,end
365,2021-03-09T14:36:30.993989,8,22,S,start
366,2021-03-09T14:36:59.703225,8,22,S,end
367,2021-03-09T14:37:03.605142,8,22,W,start
368,2021-03-09T14:37:32.518843,8,22,W,end
369,2021-03-09T14:37:37.869889,8,24,N,start
370,2021-03-09T14:38:06.702695,8,24,N,end
371,2021-03-09T14:38:11.311554,8,24,E,start
372,2021-03-09T14:38:39.692442,8,24,E,end
373,2021-03-09T14:38:44.136165,8,24,S,start
374,2021-03-09T14:39:12.749706,8,24,S,end
375,2021-03-09T14:39:16.719514,8,24,W,start
376,2021-03-09T14:39:45.369425,8,24,W,end
377,2021-03-09T14:39:50.139807,8,26,N,start
378,2021-03-09T14:40:18.863468,8,26,N,end
379,2021-03-09T14:40:23.011303,8,26,E,start
380,2021-03-09T14:40:51.574788,8,26,E,end
381,2021-03-09T14:40:55.410308,8,26,S,start
382,2021-03-09T14:41:23.774278,8,26,S,end
383,2021-03-09T14:41:27.898346,8,26,W,start
384,2021-03-09T14:41:56.699232,8,26,W,end
385,2021-03-09T14:23:37.867548,10,22,N,start
386,2021-03-09T14:24:06.684676,10,22,N,end
387,2021-03-09T14:24:11.419332,10,22,E,start
388,2021-03-09T14:24:40.940356,10,22,E,end
389,2021-03-09T14:24:41.223909,10,22,S,start
390,2021-03-09T14:25:14.680391,10,22,S,end
391,2021-03-09T14:25:18.440825,10,22,W,start
392,2021-03-09T14:25:47.459574,10,22,W,end
393,2021-03-09T14:25:53.533154,10,24,N,start
394,2021-03-09T14:26:22.598893,10,24,N,end
395,2021-03-09T14:26:26.447219,10,24,E,start
396,2021-03-09T14:26:55.096164,10,24,E,end
397,2021-03-09T14:26:59.619345,10,24,S,start
398,2021-03-09T14:27:28.500847,10,24,S,end
399,2021-03-09T14:27:32.728154,10,24,W,start
400,2021-03-09T14:28:01.633476,10,24,W,end
401,2021-03-09T14:28:06.483717,10,26,N,start
402,2021-03-09T14:28:35.140798,10,26,N,end
403,2021-03-09T14:28:39.110657,10,26,E,start
404,2021-03-09T14:29:07.686754,10,26,E,end
405,2021-03-09T14:29:11.454503,10,26,S,start
406,2021-03-09T14:29:40.106873,10,26,S,end
407,2021-03-09T14:29:43.981802,10,26,W,start
408,2021-03-09T14:30:12.643507,10,26,W,end
409, 2021-03-04T15:36:05.184045,12,0, N, start
410, 2021-03-04T15:36:33.782280,12,0, N, end
411, 2021-03-04T15:36:39.323755,12,0, E, start
412, 2021-03-04T15:37:17.659812,12,0, E, end
413, 2021-03-04T15:37:21.061301,12,0, S, start
414, 2021-03-04T15:37:49.787354,12,0, S, end
415, 2021-03-04T15:37:53.353547,12,0, W, start
416, 2021-03-04T15:38:22.226261,12,0, W, end
417, 2021-03-04T15:38:27.423137,12,2, N, start
418, 2021-03-04T15:38:56.431507,12,2, N, end
419, 2021-03-04T15:39:00.449449,12,2, E, start
420, 2021-03-04T15:39:29.089718,12,2, E, end
421, 2021-03-04T15:39:33.268687,12,2, S, start
422, 2021-03-04T15:40:02.054433,12,2, S, end
423, 2021-03-04T15:40:05.757409,12,2, W, start
424, 2021-03-04T15:40:35.147245,12,2, W, end
425, 2021-03-04T15:40:39.736514,12,4, N, start
426, 2021-03-04T15:41:08.419902,12,4, N, end
427, 2021-03-04T15:41:12.533401,12,4, E, start
428, 2021-03-04T15:41:41.317480,12,4, E, end
429, 2021-03-04T15:41:46.258506,12,4, S, start
430, 2021-03-04T15:42:14.847792,12,4, S, end
431, 2021-03-04T15:42:19.499215,12,4, W, start
432, 2021-03-04T15:42:48.147546,12,4, W, end
433, 2021-03-04T15:42:52.834188,12,6, N, start
434, 2021-03-04T15:43:21.659123,12,6, N, end
435, 2021-03-04T15:43:25.925481,12,6, E, start
436, 2021-03-04T15:43:54.612021,12,6, E, end
437, 2021-03-04T15:43:58.647001,12,6, S, start
438, 2021-03-04T15:44:27.214105,12,6, S, end
439, 2021-03-04T15:44:31.015727,12,6, W, start
440, 2021-03-04T15:45:00.290727,12,6, W, end
441, 2021-03-04T15:45:05.498402,12,8, N, start
442, 2021-03-04T15:45:34.323529,12,8, N, end
443, 2021-03-04T15:45:38.693644,12,8, E, start
444, 2021-03-04T15:46:07.148927,12,8, E, end
445, 2021-03-04T15:46:10.972372,12,8, S, start
446, 2021-03-04T15:46:39.703703,12,8, S, end
447, 2021-03-04T15:46:43.463236,12,8, W, start
448, 2021-03-04T15:47:11.977459,12,8, W, end
449, 2021-03-04T15:47:18.325410,12,10, N, start
450, 2021-03-04T15:47:48.814039,12,10, N, end
451, 2021-03-04T15:47:53.965256,12,10, E, start
452, 2021-03-04T15:48:22.688250,12,10, E, end
453, 2021-03-04T15:48:27.002164,12,10, S, start
454, 2021-03-04T15:48:55.652255,12,10, S, end
455, 2021-03-04T15:48:59.579811,12,10, W, start
456, 2021-03-04T15:49:28.486441,12,10, W, end
457, 2021-03-04T15:49:33.629119,12,12, N, start
458, 2021-03-04T15:50:02.406465,12,12, N, end
459, 2021-03-04T15:50:06.184529,12,12, E, start
460, 2021-03-04T15:50:34.994314,12,12, E, end
461, 2021-03-04T15:50:39.027330,12,12, S, start
462, 2021-03-04T15:51:08.133904,12,12, S, end
463, 2021-03-04T15:51:12.126351,12,12, W, start
464, 2021-03-04T15:51:41.040335,12,12, W, end
465, 2021-03-04T15:51:46.381836,12,14, N, start
466, 2021-03-04T15:52:15.303999,12,14, N, end
467, 2021-03-04T15:52:19.210528,12,14, E, start
468, 2021-03-04T15:52:47.853118,12,14, E, end
469, 2021-03-04T15:52:52.074321,12,14, S, start
470, 2021-03-04T15:53:21.148988,12,14, S, end
471, 2021-03-04T15:53:26.160400,12,14, W, start
472, 2021-03-04T15:53:55.288386,12,14, W, end
473, 2021-03-04T15:54:00.568535,12,16, N, start
474, 2021-03-04T15:54:29.413149,12,16, N, end
475, 2021-03-04T15:54:33.769304,12,16, E, start
476, 2021-03-04T15:55:03.070327,12,16, E, end
477, 2021-03-04T15:55:07.290239,12,16, S, start
478, 2021-03-04T15:55:36.255420,12,16, S, end
479, 2021-03-04T15:55:40.888278,12,16, W, start
480, 2021-03-04T15:56:09.596993,12,16, W, end
481,2021-03-09T14:11:45.386039,12,18,N,start
482,2021-03-09T14:12:13.983195,12,18,N,end
483,2021-03-09T14:12:18.915957,12,18,E,start
484,2021-03-09T14:12:47.905515,12,18,E,end
485,2021-03-09T14:12:51.290660,12,18,S,start
486,2021-03-09T14:13:20.189338,12,18,S,end
487,2021-03-09T14:13:23.676569,12,18,W,start
488,2021-03-09T14:13:52.125556,12,18,W,end
489,2021-03-09T14:13:56.659300,12,20,N,start
490,2021-03-09T14:14:25.447372,12,20,N,end
491,2021-03-09T14:14:29.254348,12,20,E,start
492,2021-03-09T14:14:57.777022,12,20,E,end
493,2021-03-09T14:15:01.401481,12,20,S,start
494,2021-03-09T14:15:29.908566,12,20,S,end
495,2021-03-09T14:15:34.047520,12,20,W,start
496,2021-03-09T14:16:02.648988,12,20,W,end
497,2021-03-09T14:16:07.327518,12,22,N,start
498,2021-03-09T14:16:36.243332,12,22,N,end
499,2021-03-09T14:16:39.699170,12,22,E,start
500,2021-03-09T14:17:08.171931,12,22,E,end
501,2021-03-09T14:17:11.630812,12,22,S,start
502,2021-03-09T14:17:40.150021,12,22,S,end
503,2021-03-09T14:17:44.811308,12,22,W,start
504,2021-03-09T14:18:14.210954,12,22,W,end
505,2021-03-09T14:18:19.522658,12,24,N,start
506,2021-03-09T14:18:47.988178,12,24,N,end
507,2021-03-09T14:18:52.158464,12,24,E,start
508,2021-03-09T14:19:20.889790,12,24,E,end
509,2021-03-09T14:19:24.376839,12,24,S,start
510,2021-03-09T14:19:52.802347,12,24,S,end
511,2021-03-09T14:19:56.540640,12,24,W,start
512,2021-03-09T14:20:25.509868,12,24,W,end
513,2021-03-09T14:20:31.723877,12,26,N,start
514,2021-03-09T14:21:00.735358,12,26,N,end
515,2021-03-09T14:21:04.776599,12,26,E,start
516,2021-03-09T14:21:33.422969,12,26,E,end
517,2021-03-09T14:21:37.698596,12,26,S,start
518,2021-03-09T14:22:06.415914,12,26,S,end
519,2021-03-09T14:22:11.037806,12,26,W,start
520,2021-03-09T14:22:40.305790,12,26,W,end
521, 2021-03-04T14:53:23.583620,14,0, N, start
522, 2021-03-04T14:53:51.869946,14,0, N, end
523, 2021-03-04T14:53:58.183973,14,0, E, start
524, 2021-03-04T14:54:26.335017,14,0, E, end
525, 2021-03-04T14:54:32.516171,14,0, S, start
526, 2021-03-04T14:55:01.314905,14,0, S, end
527, 2021-03-04T14:55:06.162361,14,0, W, start
528, 2021-03-04T14:55:34.039411,14,0, W, end
529, 2021-03-04T14:55:40.589148,14,2, N, start
530, 2021-03-04T14:56:09.473231,14,2, N, end
531, 2021-03-04T14:56:14.070547,14,2, E, start
532, 2021-03-04T14:56:42.953996,14,2, E, end
533, 2021-03-04T14:56:47.911534,14,2, S, start
